model_name,fls_status,perturbation_type,num_seeds,accuracy_mean,accuracy_std,weighted_f1_mean,weighted_f1_std,macro_f1_mean,macro_f1_std,top3_acc_mean,top3_acc_std,entropy_mean,entropy_std,gate_mean,gate_median,gate_std_across_samples,gate_std_across_seeds,delta_gate_vs_clean,delta_accuracy_vs_clean,delta_weighted_f1_vs_clean,delta_macro_f1_vs_clean,delta_entropy_vs_clean
final_gate_fls_model,verified,clean,5,0.726530612244898,0.0,0.7179237646088538,0.0,0.5112993876625684,0.0,0.763265306122449,0.0,1.8946176030809077,2.220446049250313e-16,0.1945421548047084,0.17747604846954346,0.09076335772476722,0.0,0.0,0.0,0.0,0.0,0.0
final_gate_fls_model,verified,strong_peak_scaling,5,0.6759183673469387,0.010829795233813562,0.663381335931731,0.00955647495393825,0.4556655423069772,0.01056347257862702,0.7559183673469387,0.007481756236662608,2.2944120231583214,0.022598808450857908,0.2059901354336465,0.19672071933746338,0.0864526650861859,0.0027153141902277697,0.011447980628938093,-0.050612244897959346,-0.05454242867712278,-0.05563384535559124,0.3997944200774137
final_gate_fls_model,verified,peak_elimination,5,0.6171428571428571,0.012751428042296589,0.6208512461126333,0.01084744225726046,0.43309713936958305,0.018042817249111085,0.7273469387755102,0.006530612244897959,2.479166566468745,0.04469832745066034,0.21163551368579575,0.21476754546165466,0.09017820159226977,0.00291654904203892,0.017093358881087345,-0.1093877551020409,-0.09707251849622045,-0.07820224829298539,0.5845489633878374
final_gate_fls_model,verified,preferred_orientation_like,5,0.6261224489795918,0.019421024087135245,0.6191971769162912,0.017206811161253385,0.3969549881031706,0.028407908649506527,0.7412244897959184,0.01113320954855986,2.471126835538428,0.048007294253448934,0.21128885262170613,0.20518170297145844,0.08472161966527192,0.0020424038978285423,0.016746697816997724,-0.10040816326530622,-0.0987265876925626,-0.11434439955939785,0.5765092324575205
