epoch,train_loss,train_accuracy,train_weighted_f1,train_macro_f1,val_loss,val_accuracy,val_weighted_f1,val_macro_f1
1,3.8565760189679614,0.31620553359683795,0.2622277530189052,0.012428812274854683,3.068352907287831,0.39285714285714285,0.2563665251046655,0.0184609624346587
2,2.936595242642288,0.3662714097496706,0.27800775967929686,0.01475142362755251,2.916601758830401,0.39285714285714285,0.2591750652975143,0.018657587623104866
3,2.8265310675102104,0.37417654808959155,0.279380343037902,0.01728537270207649,2.870151117139933,0.39285714285714285,0.2490551776266062,0.01812982397690044
4,2.7265425705312896,0.383399209486166,0.2844162577458348,0.015475123146750995,2.7571465360875034,0.39285714285714285,0.25675883256528415,0.01842788283277716
5,2.7196512266267114,0.3939393939393939,0.2873715180493997,0.017961759601066843,2.7440808987130922,0.41836734693877553,0.2991405925068717,0.03600368956983464
6,2.624902634124354,0.39789196310935443,0.3024385438365885,0.01940388030928532,2.638035417211299,0.41836734693877553,0.30477756708719245,0.03541297868369407
7,2.589315123865884,0.40843214756258234,0.31490714507247913,0.024880661613618182,2.606917004804222,0.413265306122449,0.3039501128050512,0.03764029792591688
8,2.5734962886187085,0.4018445322793149,0.30988810484834606,0.022406162653920366,2.577629806435838,0.4336734693877551,0.32896648939947304,0.06192166308756454
9,2.4792001014955742,0.4176548089591568,0.3315590998909762,0.031249163155316978,2.5217962812404244,0.44387755102040816,0.3421414360892605,0.06582336751660109
10,2.4583038248720532,0.42424242424242425,0.34073172000840324,0.034440623056942926,2.49131449387998,0.4744897959183674,0.38775571348210575,0.07552039978983285
11,2.434525236624817,0.42292490118577075,0.3394856922862839,0.031079834445641063,2.483828891296776,0.45918367346938777,0.37191740931428297,0.06920570869580409
12,2.4004332840207065,0.40843214756258234,0.35143959336253733,0.044099497068873096,2.4663970506921107,0.45918367346938777,0.38584589399297303,0.07969148134268814
13,2.323107504247834,0.4281949934123847,0.35791843853889543,0.0433305438616695,2.4197170548901266,0.46938775510204084,0.37402803758540115,0.06855574199227876
14,2.299275680335928,0.43741765480895917,0.36887033962688087,0.04387484136977316,2.404512927240255,0.45408163265306123,0.38477311784644885,0.07374476163488437
15,2.2947701113654375,0.42424242424242425,0.3661003771961644,0.04559408695525944,2.3598379851603997,0.4489795918367347,0.36903797956429535,0.07125893868180619
16,2.2166275748779336,0.4650856389986825,0.39312468416493773,0.05205495524637425,2.358608907886914,0.45408163265306123,0.37600167025859,0.06761461850227027
17,2.2046261330052954,0.45322793148880103,0.3967390488050873,0.05555905613892403,2.3206996571044534,0.47959183673469385,0.392258043327221,0.07568472349151861
18,2.1779982010209356,0.4453227931488801,0.3879056423089838,0.05269524384879585,2.3380514000143324,0.4642857142857143,0.38230494811100735,0.07355704062493858
19,2.144161646545169,0.4650856389986825,0.4059377881106249,0.07055194407588421,2.334765965993307,0.4642857142857143,0.3802634999701394,0.07608596033264847
20,2.158513373537026,0.47299077733860345,0.4062484633286235,0.06616193305516105,2.327109163512989,0.4489795918367347,0.38108620071405186,0.07235882137959496
21,2.055009480678674,0.46903820816864294,0.4220904126235403,0.07062314441322506,2.2969621362126604,0.47959183673469385,0.4048173589253814,0.094296374453925
22,2.0419941630131015,0.46903820816864294,0.4129128210685214,0.06047869742505231,2.317287650947668,0.4846938775510204,0.4184546551823599,0.09511708201053892
23,2.029767800382632,0.4743083003952569,0.42984320549779403,0.08293568165936413,2.2933037055998433,0.45408163265306123,0.38538613865104004,0.07658249349191032
24,1.996796966384365,0.4795783926218709,0.42848804014734165,0.08156101927620912,2.2945291643240013,0.4744897959183674,0.4091254084051203,0.08847311051619648
25,1.9623405481044482,0.46903820816864294,0.41486572637280106,0.06459232724585315,2.2845948256400166,0.45918367346938777,0.3946584668183834,0.09306890842334421
26,1.9163046542834858,0.48089591567852435,0.43732610759970386,0.09132406292559969,2.287046683838173,0.4744897959183674,0.41230575303166367,0.10526621518546442
27,1.8988038386280828,0.4980237154150198,0.4541398753475758,0.09921325121048266,2.281943607087038,0.47959183673469385,0.41423273109319625,0.10675245753917324
28,1.885382940332566,0.49407114624505927,0.4382027045800641,0.12638534278667485,2.2788487046348807,0.47959183673469385,0.4196216496268162,0.09357486062055898
29,1.8981987497080928,0.4914361001317523,0.4587030605750369,0.08900313564429263,2.286514431390227,0.4744897959183674,0.4118211941258233,0.10235535653954493
30,1.8358936137047366,0.4993412384716733,0.4524461788394234,0.08843301114473139,2.314218454823202,0.4846938775510204,0.43017916304841247,0.12388621022460883
31,1.8239102102865186,0.5032938076416338,0.46758454926444765,0.09631960369246163,2.3075156377590433,0.4846938775510204,0.4236852971291747,0.11146209154829843
32,1.7805698378126926,0.5046113306982872,0.4612419682334676,0.12006652458221845,2.2932377919858817,0.5,0.4537328854460971,0.12516873073641968
33,1.730966834054477,0.530961791831357,0.49018196232744593,0.12419168175665296,2.3201372164244556,0.47959183673469385,0.42104388498511364,0.11438781794192324
34,1.7529073600241318,0.5085638998682477,0.47110581205050095,0.11804541267792078,2.299496101329521,0.5,0.4446564666101096,0.11539324185334672
35,1.7115890323251919,0.5191040843214756,0.4804774238515377,0.12466469152163231,2.308063666127166,0.4744897959183674,0.4254474320800852,0.10298132969085629
36,1.6664009772741748,0.5322793148880105,0.49161908637289986,0.14015166436282958,2.3079342203480855,0.5,0.4429967155253033,0.14861995220488708
37,1.7117219197420264,0.525691699604743,0.49125647161629377,0.1258596632533712,2.2622869528678,0.5051020408163265,0.4490741088308283,0.13945266149240113
38,1.617542696093382,0.5335968379446641,0.5061292869489225,0.14617462097998687,2.3145648850774276,0.47959183673469385,0.42764247730973554,0.09327543004772187
