coverage,entropy_threshold,num_retained,num_rejected,rejected_ratio,retained_accuracy,retained_weighted_f1,retained_macro_f1,retained_top3_accuracy,risk,mean_entropy_retained,mean_entropy_rejected,error_rate_rejected
1.0,5.171629945672159,245,0,0.0,0.726530612244898,0.7179237646088538,0.5112993876625684,0.763265306122449,0.273469387755102,1.894617603080908,,
0.9510204081632653,4.743669742248986,233,12,0.04897959183673469,0.7553648068669528,0.7463493443388272,0.5768223986095666,0.7896995708154506,0.24463519313304716,1.7361648135367251,4.971242600063792,0.8333333333333334
0.9020408163265307,4.372097020557975,221,24,0.09795918367346938,0.7873303167420814,0.7803860041416603,0.6299369393709016,0.8144796380090498,0.21266968325791857,1.5820981288139229,4.772401095289396,0.8333333333333334
0.8530612244897959,4.005830179173645,209,36,0.1469387755102041,0.8181818181818182,0.8129183346383043,0.6822720565754621,0.8421052631578947,0.18181818181818177,1.4312411763465698,4.584775191621926,0.8055555555555556
0.8,3.6350513474075674,196,49,0.2,0.8571428571428571,0.8469364252527517,0.7642793654683516,0.8775510204081632,0.1428571428571429,1.2705950355711106,4.390707873120098,0.7959183673469388
0.7020408163265306,2.396725751687911,172,73,0.2979591836734694,0.8953488372093024,0.8873730078482355,0.8027461403919516,0.9186046511627907,0.10465116279069764,1.021032844624003,3.9529268969793687,0.6712328767123288
0.6,1.3538019548632094,147,98,0.4,0.9591836734693877,0.9517330741820539,0.8683473389355741,0.9591836734693877,0.04081632653061229,0.8770124019032479,3.4210254048473985,0.6224489795918368
