epoch,train_loss,train_accuracy,train_weighted_f1,train_macro_f1,val_loss,val_accuracy,val_weighted_f1,val_macro_f1
23,0.21682744118850064,0.9433465085638999,0.9404108528781909,0.8733277299657033,2.6249824908314503,0.6326530612244898,0.6051371987999271,0.38883028205018527
24,0.17346648740360074,0.9446640316205533,0.9388796448551524,0.820629029167129,2.370791403006516,0.6377551020408163,0.6120198254126825,0.39129108596321704
25,0.1484901278386474,0.9631093544137023,0.9614717706847683,0.9101625163744075,2.5434651447739807,0.6428571428571429,0.616823845870292,0.40061474233322736
26,0.14063216253074576,0.9591567852437418,0.9566155905151115,0.9313716568313485,2.5656485070987625,0.6530612244897959,0.618830927127038,0.38791102486476803
27,0.14009085684347217,0.9631093544137023,0.9578241791172492,0.8515089064914733,2.557487886170948,0.6479591836734694,0.6194479297140479,0.3995678055791372
28,0.12526667020891025,0.9683794466403162,0.9667548768148158,0.8996797495192861,2.513995979513441,0.6479591836734694,0.618519564335891,0.3965987746315615
29,0.11235609639813934,0.9723320158102767,0.971138018267538,0.9323438982135838,3.0449247749484316,0.6428571428571429,0.6037246766838603,0.39688630335182057
30,0.15444850638921082,0.9552042160737813,0.9520422069489989,0.8667703014520225,2.671466438137755,0.6479591836734694,0.6237532875287977,0.38302493802493803
31,0.13228942444044925,0.9644268774703557,0.9642860069327205,0.9374771556585416,2.808516010946156,0.6428571428571429,0.6069573283858999,0.3940186815257477
32,0.10929940136367938,0.9670619235836627,0.9665046540149078,0.9431490804903588,2.7621625783492108,0.6581632653061225,0.6222235504195458,0.4134810716886188
33,0.11045673216677152,0.9670619235836627,0.9646963234471526,0.9398089697381716,3.055603907424575,0.6377551020408163,0.6088375515837805,0.41660110420979984
34,0.10495041615092865,0.9736495388669302,0.9725627699137842,0.9366373678171119,2.9053643285011757,0.6326530612244898,0.5991676661859989,0.3891927160379867
35,0.1018737838536069,0.9802371541501976,0.9804998259974534,0.9763690687112098,2.9111757485234007,0.6275510204081632,0.5936790760260148,0.3918791408955343
36,0.08109114216996433,0.9815546772068511,0.9795104969383571,0.9347941385942597,2.823330277691082,0.6377551020408163,0.6071015341423505,0.401857617690951
37,0.09094194875482828,0.9749670619235836,0.9738250669072868,0.9500430044749708,2.8495987009029,0.6530612244897959,0.6191367022999676,0.3973931350980531
38,0.103688361115842,0.9749670619235836,0.97092976823603,0.9250341605135152,2.9063576386899364,0.6377551020408163,0.6042987341456729,0.405194441260015
39,0.07565975293261888,0.9828722002635046,0.981732725897121,0.9548707297870035,2.8304637402904276,0.6581632653061225,0.6232415505884893,0.4124260560326134
40,0.05685306903421486,0.9881422924901185,0.9872035318886304,0.9624410150167758,2.7945576881875795,0.6530612244897959,0.6248099707591428,0.41990793692680484
41,0.0629054768960702,0.9828722002635046,0.9816594715711305,0.9558273901480576,2.8605530018709144,0.6530612244897959,0.62679396173185,0.423287867526998
42,0.06668356575356485,0.9841897233201581,0.9832476749240657,0.9606077598924522,3.1763634389760544,0.6326530612244898,0.5980851696953391,0.3966973616876367
43,0.05901487305151772,0.9828722002635046,0.9820423488404869,0.9598022041220861,3.1656202588762556,0.6428571428571429,0.6070048123858893,0.40959654571210635
